"county_code","county","office","district","party","candidate","votes","pct"
"01","Aitkin","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1986","53.43"
"01","Aitkin","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","989","26.61"
"01","Aitkin","Associate Justice - Supreme Court 6","","NP","Craig Foss","742","19.96"
"02","Anoka","U.S. House","5","R","Frank Nelson Drake","865","100.00"
"02","Anoka","U.S. House","5","DFL","Keith Ellison","1879","79.92"
"02","Anoka","U.S. House","5","DFL","Gregg A. Iverson","269","11.44"
"02","Anoka","U.S. House","5","DFL","Lee Bauer","203","8.63"
"02","Anoka","U.S. House","6","R","Tom Emmer","5611","77.55"
"02","Anoka","U.S. House","6","R","Patrick Munro","446","6.16"
"02","Anoka","U.S. House","6","R","A. J. Kern","1178","16.28"
"02","Anoka","U.S. House","6","DFL","David Snyder","1474","42.87"
"02","Anoka","U.S. House","6","DFL","Bob Helland","573","16.67"
"02","Anoka","U.S. House","6","DFL","Judy Evelyn Adams","1391","40.46"
"02","Anoka","State House","31A","R","Alan Duff","342","30.98"
"02","Anoka","State House","31A","R","Kurt Daudt","762","69.02"
"02","Anoka","State House","31A","DFL","Sarah Udvig","250","100.00"
"02","Anoka","State House","31B","R","Tom Hackbarth","952","43.04"
"02","Anoka","State House","31B","R","Cal (Calvin) K. Bahr","1260","56.96"
"02","Anoka","State House","31B","DFL","Susan Larson","487","100.00"
"02","Anoka","County Commissioner District 3","03","NP","Robyn West","1557","58.56"
"02","Anoka","County Commissioner District 3","03","NP","Nyle Zikmund","901","33.88"
"02","Anoka","County Commissioner District 3","03","NP","Michael Harasyn","201","7.56"
"02","Anoka","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","7827","52.95"
"02","Anoka","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","4023","27.21"
"02","Anoka","Associate Justice - Supreme Court 6","","NP","Craig Foss","2933","19.84"
"03","Becker","U.S. House","7","R","Dave Hughes","306","56.88"
"03","Becker","U.S. House","7","R","Amanda Lynn Hinson","232","43.12"
"03","Becker","U.S. House","7","DFL","Collin Peterson","531","100.00"
"03","Becker","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","533","52.56"
"03","Becker","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","250","24.65"
"03","Becker","Associate Justice - Supreme Court 6","","NP","Craig Foss","231","22.78"
"04","Beltrami","U.S. House","7","R","Dave Hughes","174","55.77"
"04","Beltrami","U.S. House","7","R","Amanda Lynn Hinson","138","44.23"
"04","Beltrami","U.S. House","7","DFL","Collin Peterson","667","100.00"
"04","Beltrami","State Senate","5","R","Pedie Pederson","56","23.14"
"04","Beltrami","State Senate","5","R","Justin Eichorn","186","76.86"
"04","Beltrami","State Senate","5","DFL","Tom Saxhaug","311","100.00"
"04","Beltrami","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","836","57.58"
"04","Beltrami","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","365","25.14"
"04","Beltrami","Associate Justice - Supreme Court 6","","NP","Craig Foss","251","17.29"
"05","Benton","U.S. House","6","R","Tom Emmer","868","54.01"
"05","Benton","U.S. House","6","R","Patrick Munro","67","4.17"
"05","Benton","U.S. House","6","R","A. J. Kern","672","41.82"
"05","Benton","U.S. House","6","DFL","David Snyder","261","37.61"
"05","Benton","U.S. House","6","DFL","Bob Helland","164","23.63"
"05","Benton","U.S. House","6","DFL","Judy Evelyn Adams","269","38.76"
"05","Benton","State Senate","15","R","Andrew Mathews","331","57.87"
"05","Benton","State Senate","15","R","Dan Whitcomb","241","42.13"
"05","Benton","State Senate","15","DFL","Chilah Brown","138","55.42"
"05","Benton","State Senate","15","DFL","Rob Passons","111","44.58"
"05","Benton","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1036","49.90"
"05","Benton","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","604","29.09"
"05","Benton","Associate Justice - Supreme Court 6","","NP","Craig Foss","436","21.00"
"06","Big Stone","U.S. House","7","R","Dave Hughes","100","60.61"
"06","Big Stone","U.S. House","7","R","Amanda Lynn Hinson","65","39.39"
"06","Big Stone","U.S. House","7","DFL","Collin Peterson","259","100.00"
"06","Big Stone","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","227","58.96"
"06","Big Stone","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","72","18.70"
"06","Big Stone","Associate Justice - Supreme Court 6","","NP","Craig Foss","86","22.34"
"07","Blue Earth","U.S. House","1","R","Jim Hagedorn","866","82.24"
"07","Blue Earth","U.S. House","1","R","Steve Williams","187","17.76"
"07","Blue Earth","U.S. House","1","DFL","Tim Walz","1011","100.00"
"07","Blue Earth","State Senate","23","R","Julie Rosen","592","100.00"
"07","Blue Earth","State Senate","23","DFL","John M. Lillis","148","32.46"
"07","Blue Earth","State Senate","23","DFL","Barbara Ann Lake","308","67.54"
"07","Blue Earth","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1286","63.32"
"07","Blue Earth","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","416","20.48"
"07","Blue Earth","Associate Justice - Supreme Court 6","","NP","Craig Foss","329","16.20"
"08","Brown","U.S. House","1","R","Jim Hagedorn","797","83.98"
"08","Brown","U.S. House","1","R","Steve Williams","152","16.02"
"08","Brown","U.S. House","1","DFL","Tim Walz","679","100.00"
"08","Brown","County Commissioner District 2","02","NP","Amy Bloedel","116","15.57"
"08","Brown","County Commissioner District 2","02","NP","Anton (Tony) Berg","418","56.11"
"08","Brown","County Commissioner District 2","02","NP","Roger C. Klockziem","211","28.32"
"08","Brown","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","907","59.83"
"08","Brown","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","321","21.17"
"08","Brown","Associate Justice - Supreme Court 6","","NP","Craig Foss","288","19.00"
"09","Carlton","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","796","57.85"
"09","Carlton","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","338","24.56"
"09","Carlton","Associate Justice - Supreme Court 6","","NP","Craig Foss","242","17.59"
"10","Carver","U.S. House","6","R","Tom Emmer","590","77.73"
"10","Carver","U.S. House","6","R","Patrick Munro","33","4.35"
"10","Carver","U.S. House","6","R","A. J. Kern","136","17.92"
"10","Carver","U.S. House","6","DFL","David Snyder","168","46.28"
"10","Carver","U.S. House","6","DFL","Bob Helland","68","18.73"
"10","Carver","U.S. House","6","DFL","Judy Evelyn Adams","127","34.99"
"10","Carver","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1321","58.58"
"10","Carver","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","581","25.76"
"10","Carver","Associate Justice - Supreme Court 6","","NP","Craig Foss","353","15.65"
"11","Cass","State Senate","5","R","Pedie Pederson","165","23.91"
"11","Cass","State Senate","5","R","Justin Eichorn","525","76.09"
"11","Cass","State Senate","5","DFL","Tom Saxhaug","575","100.00"
"11","Cass","County Commissioner District 2","02","NP","Edward (Ed) Nelson","84","18.30"
"11","Cass","County Commissioner District 2","02","NP","John W. Warren","96","20.92"
"11","Cass","County Commissioner District 2","02","NP","Robert Kangas","279","60.78"
"11","Cass","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","882","48.89"
"11","Cass","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","511","28.33"
"11","Cass","Associate Justice - Supreme Court 6","","NP","Craig Foss","411","22.78"
"12","Chippewa","U.S. House","7","R","Dave Hughes","92","47.92"
"12","Chippewa","U.S. House","7","R","Amanda Lynn Hinson","100","52.08"
"12","Chippewa","U.S. House","7","DFL","Collin Peterson","216","100.00"
"12","Chippewa","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","233","58.84"
"12","Chippewa","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","92","23.23"
"12","Chippewa","Associate Justice - Supreme Court 6","","NP","Craig Foss","71","17.93"
"13","Chisago","State Senate","32","R","Mark Koran","1254","71.53"
"13","Chisago","State Senate","32","R","Sean Nienow","499","28.47"
"13","Chisago","State Senate","32","DFL","Tim Nelson","627","100.00"
"13","Chisago","County Commissioner District 2","02","NP","Mark Osland","268","40.73"
"13","Chisago","County Commissioner District 2","02","NP","Rick Greene","325","49.39"
"13","Chisago","County Commissioner District 2","02","NP","Jessica Istvanovich","49","7.45"
"13","Chisago","County Commissioner District 2","02","NP","Jeffrey Alan August Sr","16","2.43"
"13","Chisago","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1120","48.46"
"13","Chisago","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","588","25.44"
"13","Chisago","Associate Justice - Supreme Court 6","","NP","Craig Foss","603","26.09"
"14","Clay","U.S. House","7","R","Dave Hughes","509","61.40"
"14","Clay","U.S. House","7","R","Amanda Lynn Hinson","320","38.60"
"14","Clay","U.S. House","7","DFL","Collin Peterson","1742","100.00"
"14","Clay","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1377","60.21"
"14","Clay","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","502","21.95"
"14","Clay","Associate Justice - Supreme Court 6","","NP","Craig Foss","408","17.84"
"15","Clearwater","U.S. House","7","R","Dave Hughes","155","65.40"
"15","Clearwater","U.S. House","7","R","Amanda Lynn Hinson","82","34.60"
"15","Clearwater","U.S. House","7","DFL","Collin Peterson","162","100.00"
"15","Clearwater","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","164","42.27"
"15","Clearwater","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","121","31.19"
"15","Clearwater","Associate Justice - Supreme Court 6","","NP","Craig Foss","103","26.55"
"16","Cook","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","659","78.36"
"16","Cook","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","133","15.81"
"16","Cook","Associate Justice - Supreme Court 6","","NP","Craig Foss","49","5.83"
"17","Cottonwood","U.S. House","1","R","Jim Hagedorn","70","84.34"
"17","Cottonwood","U.S. House","1","R","Steve Williams","13","15.66"
"17","Cottonwood","U.S. House","1","DFL","Tim Walz","32","100.00"
"17","Cottonwood","U.S. House","7","R","Dave Hughes","53","56.38"
"17","Cottonwood","U.S. House","7","R","Amanda Lynn Hinson","41","43.62"
"17","Cottonwood","U.S. House","7","DFL","Collin Peterson","84","100.00"
"17","Cottonwood","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","145","49.49"
"17","Cottonwood","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","85","29.01"
"17","Cottonwood","Associate Justice - Supreme Court 6","","NP","Craig Foss","63","21.50"
"18","Crow Wing","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1196","56.42"
"18","Crow Wing","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","581","27.41"
"18","Crow Wing","Associate Justice - Supreme Court 6","","NP","Craig Foss","343","16.18"
"19","Dakota","U.S. House","2","R","Darlene Miller","4620","31.59"
"19","Dakota","U.S. House","2","R","Jason Lewis","7679","52.50"
"19","Dakota","U.S. House","2","R","John Howe","1336","9.13"
"19","Dakota","U.S. House","2","R","Matthew D. Erickson","992","6.78"
"19","Dakota","U.S. House","2","DFL","Angie Craig","10656","100.00"
"19","Dakota","State Senate","52","R","Mark Misukanis","2482","100.00"
"19","Dakota","State Senate","52","DFL","Todd Podgorski","1636","30.79"
"19","Dakota","State Senate","52","DFL","Matt Klein","3678","69.21"
"19","Dakota","State House","56A","R","Drew Christensen","315","100.00"
"19","Dakota","State House","56A","DFL","Jared Christiansen","102","56.35"
"19","Dakota","State House","56A","DFL","Dan Kimmel","79","43.65"
"19","Dakota","County Commissioner District 3","03","NP","Thomas Egan","2230","62.50"
"19","Dakota","County Commissioner District 3","03","NP","Scott D. Johnson","617","17.29"
"19","Dakota","County Commissioner District 3","03","NP","Janine Hudson","721","20.21"
"19","Dakota","County Commissioner District 4","04","NP","Greg Buck","1032","21.59"
"19","Dakota","County Commissioner District 4","04","NP","Joe Atkins","2628","54.99"
"19","Dakota","County Commissioner District 4","04","NP","Holly Jenkins","1119","23.41"
"19","Dakota","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","13637","59.52"
"19","Dakota","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","5296","23.11"
"19","Dakota","Associate Justice - Supreme Court 6","","NP","Craig Foss","3979","17.37"
"20","Dodge","U.S. House","1","R","Jim Hagedorn","221","71.06"
"20","Dodge","U.S. House","1","R","Steve Williams","90","28.94"
"20","Dodge","U.S. House","1","DFL","Tim Walz","225","100.00"
"20","Dodge","State Senate","24","R","John Jasinski","31","100.00"
"20","Dodge","State Senate","24","DFL","Vicki Jensen","24","75.00"
"20","Dodge","State Senate","24","DFL","Rich Bailey","8","25.00"
"20","Dodge","State Senate","27","R","Cynthia Gail","13","20.31"
"20","Dodge","State Senate","27","R","Gene Dornink","51","79.69"
"20","Dodge","State Senate","27","DFL","Dan Sparks","36","100.00"
"20","Dodge","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","270","53.25"
"20","Dodge","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","118","23.27"
"20","Dodge","Associate Justice - Supreme Court 6","","NP","Craig Foss","119","23.47"
"20","Dodge","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","271","53.98"
"20","Dodge","Judge - 3rd District Court 16","03","NP","Timothy Guth","94","18.73"
"20","Dodge","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","137","27.29"
"20","Dodge","Judge - 3rd District Court 17","03","NP","David F. McLeod","146","29.08"
"20","Dodge","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","279","55.58"
"20","Dodge","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","77","15.34"
"21","Douglas","U.S. House","7","R","Dave Hughes","562","57.29"
"21","Douglas","U.S. House","7","R","Amanda Lynn Hinson","419","42.71"
"21","Douglas","U.S. House","7","DFL","Collin Peterson","838","100.00"
"21","Douglas","County Commissioner District 1","01","NP","Keith Englund","225","25.45"
"21","Douglas","County Commissioner District 1","01","NP","Terry Aasness","204","23.08"
"21","Douglas","County Commissioner District 1","01","NP","Richard Gulbranson","248","28.05"
"21","Douglas","County Commissioner District 1","01","NP","Daniel Diedrich","207","23.42"
"21","Douglas","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","894","52.43"
"21","Douglas","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","456","26.74"
"21","Douglas","Associate Justice - Supreme Court 6","","NP","Craig Foss","355","20.82"
"22","Faribault","U.S. House","1","R","Jim Hagedorn","354","84.49"
"22","Faribault","U.S. House","1","R","Steve Williams","65","15.51"
"22","Faribault","U.S. House","1","DFL","Tim Walz","209","100.00"
"22","Faribault","State Senate","23","R","Julie Rosen","337","100.00"
"22","Faribault","State Senate","23","DFL","John M. Lillis","37","28.03"
"22","Faribault","State Senate","23","DFL","Barbara Ann Lake","95","71.97"
"22","Faribault","State Senate","27","R","Cynthia Gail","23","36.51"
"22","Faribault","State Senate","27","R","Gene Dornink","40","63.49"
"22","Faribault","State Senate","27","DFL","Dan Sparks","75","100.00"
"22","Faribault","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","320","54.42"
"22","Faribault","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","155","26.36"
"22","Faribault","Associate Justice - Supreme Court 6","","NP","Craig Foss","113","19.22"
"23","Fillmore","U.S. House","1","R","Jim Hagedorn","294","77.37"
"23","Fillmore","U.S. House","1","R","Steve Williams","86","22.63"
"23","Fillmore","U.S. House","1","DFL","Tim Walz","350","100.00"
"23","Fillmore","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","410","59.33"
"23","Fillmore","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","158","22.87"
"23","Fillmore","Associate Justice - Supreme Court 6","","NP","Craig Foss","123","17.80"
"23","Fillmore","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","375","54.03"
"23","Fillmore","Judge - 3rd District Court 16","03","NP","Timothy Guth","170","24.50"
"23","Fillmore","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","149","21.47"
"23","Fillmore","Judge - 3rd District Court 17","03","NP","David F. McLeod","148","21.86"
"23","Fillmore","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","419","61.89"
"23","Fillmore","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","110","16.25"
"24","Freeborn","U.S. House","1","R","Jim Hagedorn","576","84.09"
"24","Freeborn","U.S. House","1","R","Steve Williams","109","15.91"
"24","Freeborn","U.S. House","1","DFL","Tim Walz","699","100.00"
"24","Freeborn","State Senate","27","R","Cynthia Gail","231","34.48"
"24","Freeborn","State Senate","27","R","Gene Dornink","439","65.52"
"24","Freeborn","State Senate","27","DFL","Dan Sparks","678","100.00"
"24","Freeborn","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","643","51.36"
"24","Freeborn","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","309","24.68"
"24","Freeborn","Associate Justice - Supreme Court 6","","NP","Craig Foss","300","23.96"
"24","Freeborn","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","637","52.73"
"24","Freeborn","Judge - 3rd District Court 16","03","NP","Timothy Guth","310","25.66"
"24","Freeborn","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","261","21.61"
"24","Freeborn","Judge - 3rd District Court 17","03","NP","David F. McLeod","389","31.83"
"24","Freeborn","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","644","52.70"
"24","Freeborn","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","189","15.47"
"25","Goodhue","U.S. House","2","R","Darlene Miller","568","23.36"
"25","Goodhue","U.S. House","2","R","Jason Lewis","741","30.47"
"25","Goodhue","U.S. House","2","R","John Howe","1001","41.16"
"25","Goodhue","U.S. House","2","R","Matthew D. Erickson","122","5.02"
"25","Goodhue","U.S. House","2","DFL","Angie Craig","973","100.00"
"25","Goodhue","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1727","55.71"
"25","Goodhue","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","710","22.90"
"25","Goodhue","Associate Justice - Supreme Court 6","","NP","Craig Foss","663","21.39"
"26","Grant","U.S. House","7","R","Dave Hughes","159","58.46"
"26","Grant","U.S. House","7","R","Amanda Lynn Hinson","113","41.54"
"26","Grant","U.S. House","7","DFL","Collin Peterson","480","100.00"
"26","Grant","County Commissioner District 5","05","NP","Vernell H. Wagner","70","26.32"
"26","Grant","County Commissioner District 5","05","NP","Philip Groneberg","46","17.29"
"26","Grant","County Commissioner District 5","05","NP","Dana Blume","46","17.29"
"26","Grant","County Commissioner District 5","05","NP","Doyle Sperr","104","39.10"
"26","Grant","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","411","57.00"
"26","Grant","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","164","22.75"
"26","Grant","Associate Justice - Supreme Court 6","","NP","Craig Foss","146","20.25"
"27","Hennepin","U.S. House","5","R","Frank Nelson Drake","3283","100.00"
"27","Hennepin","U.S. House","5","DFL","Keith Ellison","38368","92.41"
"27","Hennepin","U.S. House","5","DFL","Gregg A. Iverson","1609","3.88"
"27","Hennepin","U.S. House","5","DFL","Lee Bauer","1544","3.72"
"27","Hennepin","U.S. House","6","R","Tom Emmer","20","66.67"
"27","Hennepin","U.S. House","6","R","Patrick Munro","1","3.33"
"27","Hennepin","U.S. House","6","R","A. J. Kern","9","30.00"
"27","Hennepin","U.S. House","6","DFL","David Snyder","3","27.27"
"27","Hennepin","U.S. House","6","DFL","Bob Helland","3","27.27"
"27","Hennepin","U.S. House","6","DFL","Judy Evelyn Adams","5","45.45"
"27","Hennepin","State Senate","59","R","Jennifer Carnahan","293","100.00"
"27","Hennepin","State Senate","59","DFL","Bobby Joe Champion","4020","81.99"
"27","Hennepin","State Senate","59","DFL","Patwin Lawrence","883","18.01"
"27","Hennepin","State Senate","62","R","Bruce Lundeen","165","100.00"
"27","Hennepin","State Senate","62","DFL","Jeff Hayden","3711","72.85"
"27","Hennepin","State Senate","62","DFL","Mohamoud Hassan","1383","27.15"
"27","Hennepin","State House","40B","R","Mali Marvin","284","100.00"
"27","Hennepin","State House","40B","DFL","Debra Hilstrom","1083","85.95"
"27","Hennepin","State House","40B","DFL","Jim Richards","177","14.05"
"27","Hennepin","State House","48A","R","Mary Shapiro","1729","80.61"
"27","Hennepin","State House","48A","R","Kris Newcomer","416","19.39"
"27","Hennepin","State House","48A","DFL","Laurie Pryor","1271","100.00"
"27","Hennepin","State House","50B","R","Chad Anderson","1179","100.00"
"27","Hennepin","State House","50B","DFL","Andrew Carlson","2125","88.58"
"27","Hennepin","State House","50B","DFL","Christopher Seymore Sr.","274","11.42"
"27","Hennepin","State House","59A","R","Jessica Newville","155","100.00"
"27","Hennepin","State House","59A","DFL","Fue Lee","1584","55.52"
"27","Hennepin","State House","59A","DFL","Joe Mullery","1269","44.48"
"27","Hennepin","State House","60B","R","Abdimalik Askar","56","100.00"
"27","Hennepin","State House","60B","DFL","Mohamud Noor","1738","29.62"
"27","Hennepin","State House","60B","DFL","Ilhan Omar","2404","40.97"
"27","Hennepin","State House","60B","DFL","Phyllis Kahn","1726","29.41"
"27","Hennepin","County Commissioner District 5","05","NP","Debbie Goettel","5160","49.89"
"27","Hennepin","County Commissioner District 5","05","NP","Chris Howard","379","3.66"
"27","Hennepin","County Commissioner District 5","05","NP","William Reichert","1158","11.20"
"27","Hennepin","County Commissioner District 5","05","NP","Andrew K Moller","816","7.89"
"27","Hennepin","County Commissioner District 5","05","NP","Lee Prinkkila","127","1.23"
"27","Hennepin","County Commissioner District 5","05","NP","Maureen Scallen Failor","2703","26.13"
"27","Hennepin","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","52982","79.05"
"27","Hennepin","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","9195","13.72"
"27","Hennepin","Associate Justice - Supreme Court 6","","NP","Craig Foss","4845","7.23"
"28","Houston","U.S. House","1","R","Jim Hagedorn","600","72.12"
"28","Houston","U.S. House","1","R","Steve Williams","232","27.88"
"28","Houston","U.S. House","1","DFL","Tim Walz","914","100.00"
"28","Houston","County Commissioner District 3","03","NP","Larry Salm","85","11.92"
"28","Houston","County Commissioner District 3","03","NP","Steve Schuldt","97","13.60"
"28","Houston","County Commissioner District 3","03","NP","Bruce Bulman","227","31.84"
"28","Houston","County Commissioner District 3","03","NP","Scott Connor","170","23.84"
"28","Houston","County Commissioner District 3","03","NP","Bruce A. Kuehmichel","134","18.79"
"28","Houston","County Commissioner District 5","05","NP","Dan Griffin","177","37.50"
"28","Houston","County Commissioner District 5","05","NP","Loren L. Lapham","120","25.42"
"28","Houston","County Commissioner District 5","05","NP","Fred Arnold","175","37.08"
"28","Houston","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","873","55.32"
"28","Houston","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","386","24.46"
"28","Houston","Associate Justice - Supreme Court 6","","NP","Craig Foss","319","20.22"
"28","Houston","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","587","33.54"
"28","Houston","Judge - 3rd District Court 16","03","NP","Timothy Guth","1033","59.03"
"28","Houston","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","130","7.43"
"28","Houston","Judge - 3rd District Court 17","03","NP","David F. McLeod","394","26.06"
"28","Houston","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","860","56.88"
"28","Houston","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","258","17.06"
"29","Hubbard","State Senate","5","R","Pedie Pederson","3","75.00"
"29","Hubbard","State Senate","5","R","Justin Eichorn","1","25.00"
"29","Hubbard","State Senate","5","DFL","Tom Saxhaug","3","100.00"
"29","Hubbard","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","443","55.58"
"29","Hubbard","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","179","22.46"
